Gene::1	Gene::1
Gene::100	Gene::100
Gene::100008586	Gene::100008586
Gene::10002	Gene::10002
Gene::100033411	Gene::100033411
Gene::100037417	Gene::100037417
Gene::100049579	Gene::100049579
Gene::100049587	Gene::100049587
Gene::1001	Gene::1001
Gene::100101629	Gene::100101629
Gene::100127206	Gene::100127206
Gene::100127889	Gene::100127889
Gene::100127971	Gene::100127971
Gene::100127991	Gene::100127991
Gene::100128001	Gene::100128001
Gene::100128088	Gene::100128088
Gene::100128107	Gene::100128107
Gene::100128108	Gene::100128108
Gene::100128124	Gene::100128124
Gene::100128160	Gene::100128160
Gene::100128170	Gene::100128170
Gene::100128184	Gene::100128184
Gene::100128198	Gene::100128198
Gene::100128265	Gene::100128265
Gene::100128274	Gene::100128274
Gene::100128320	Gene::100128320
Gene::100128327	Gene::100128327
Gene::100128348	Gene::100128348
Gene::100128402	Gene::100128402
Gene::100128429	Gene::100128429
Gene::100128430	Gene::100128430
Gene::100128437	Gene::100128437
Gene::100128496	Gene::100128496
Gene::100128498	Gene::100128498
Gene::100128517	Gene::100128517
Gene::100128529	Gene::100128529
Gene::100128551	Gene::100128551
Gene::100128553	Gene::100128553
Gene::100128571	Gene::100128571
Gene::100128591	Gene::100128591
Gene::100128651	Gene::100128651
Gene::100128668	Gene::100128668
Gene::100128691	Gene::100128691
Gene::100128697	Gene::100128697
Gene::100128795	Gene::100128795
Gene::100128824	Gene::100128824
Gene::100128851	Gene::100128851
Gene::100128905	Gene::100128905
Gene::100128950	Gene::100128950
Gene::100129042	Gene::100129042
Gene::100129069	Gene::100129069
Gene::100129083	Gene::100129083
Gene::100129094	Gene::100129094
Gene::100129098	Gene::100129098
Gene::100129112	Gene::100129112
Gene::100129115	Gene::100129115
Gene::100129125	Gene::100129125
Gene::100129126	Gene::100129126
Gene::100129128	Gene::100129128
Gene::100129171	Gene::100129171
Gene::100129216	Gene::100129216
Gene::100129239	Gene::100129239
Gene::100129240	Gene::100129240
Gene::100129271	Gene::100129271
Gene::100129275	Gene::100129275
Gene::100129278	Gene::100129278
Gene::100129280	Gene::100129280
Gene::100129307	Gene::100129307
Gene::100129311	Gene::100129311
Gene::100129322	Gene::100129322
Gene::100129324	Gene::100129324
Gene::100129361	Gene::100129361
Gene::100129363	Gene::100129363
Gene::100129380	Gene::100129380
Gene::100129385	Gene::100129385
Gene::100129393	Gene::100129393
Gene::100129397	Gene::100129397
Gene::100129399	Gene::100129399
Gene::100129406	Gene::100129406
Gene::100129408	Gene::100129408
Gene::100129447	Gene::100129447
Gene::100129520	Gene::100129520
Gene::100129528	Gene::100129528
Gene::100129543	Gene::100129543
Gene::100129572	Gene::100129572
Gene::100129654	Gene::100129654
Gene::100129669	Gene::100129669
Gene::100129697	Gene::100129697
Gene::100129721	Gene::100129721
Gene::100129763	Gene::100129763
Gene::100129775	Gene::100129775
Gene::100129785	Gene::100129785
Gene::100129840	Gene::100129840
Gene::100129842	Gene::100129842
Gene::100129846	Gene::100129846
Gene::100129852	Gene::100129852
Gene::100129884	Gene::100129884
Gene::100129940	Gene::100129940
Gene::100129969	Gene::100129969
Gene::100129974	Gene::100129974
Gene::100130051	Gene::100130051
Gene::100130057	Gene::100130057
Gene::100130078	Gene::100130078
Gene::100130086	Gene::100130086
Gene::100130097	Gene::100130097
Gene::100130101	Gene::100130101
Gene::100130175	Gene::100130175
Gene::100130276	Gene::100130276
Gene::100130278	Gene::100130278
Gene::100130301	Gene::100130301
Gene::100130314	Gene::100130314
Gene::100130345	Gene::100130345
Gene::100130348	Gene::100130348
Gene::100130357	Gene::100130357
Gene::100130361	Gene::100130361
Gene::100130370	Gene::100130370
Gene::100130372	Gene::100130372
Gene::100130433	Gene::100130433
Gene::100130436	Gene::100130436
Gene::100130442	Gene::100130442
Gene::100130451	Gene::100130451
Gene::100130463	Gene::100130463
Gene::100130520	Gene::100130520
Gene::100130539	Gene::100130539
Gene::100130540	Gene::100130540
Gene::100130542	Gene::100130542
Gene::100130560	Gene::100130560
Gene::100130573	Gene::100130573
Gene::100130597	Gene::100130597
Gene::100130654	Gene::100130654
Gene::100130657	Gene::100130657
Gene::100130741	Gene::100130741
Gene::100130761	Gene::100130761
Gene::100130778	Gene::100130778
Gene::100130817	Gene::100130817
Gene::100130857	Gene::100130857
Gene::100130863	Gene::100130863
Gene::100130865	Gene::100130865
Gene::100130880	Gene::100130880
Gene::100130890	Gene::100130890
Gene::100130920	Gene::100130920
Gene::100130927	Gene::100130927
Gene::100130933	Gene::100130933
Gene::100130967	Gene::100130967
Gene::100130976	Gene::100130976
Gene::100130988	Gene::100130988
Gene::100131000	Gene::100131000
Gene::100131004	Gene::100131004
Gene::100131017	Gene::100131017
Gene::100131032	Gene::100131032
Gene::100131034	Gene::100131034
Gene::100131099	Gene::100131099
Gene::100131101	Gene::100131101
Gene::100131107	Gene::100131107
Gene::100131129	Gene::100131129
Gene::100131150	Gene::100131150
Gene::100131170	Gene::100131170
Gene::100131187	Gene::100131187
Gene::100131190	Gene::100131190
Gene::100131195	Gene::100131195
Gene::100131211	Gene::100131211
