multiplex	node	score
3	MAR07166	0.0022103332038716094
3	MAR00604	0.0002363299843072216
3	MAR00141	0.00023471736173898277
3	MAR01460	0.00015159909275410259
3	MAR09499	0.00014805158574596276
3	MAR06555	0.00014800392434479107
3	MAR07165	0.00014735643582628583
3	MAR09491	0.00010726289266069458
3	MAR08816	8.591642367404068e-05
3	MAR00158	4.203147023106468e-05
3	MAR01451	1.9201835272537756e-05
3	MAR01457	1.8547625707330733e-05
3	MAR00994	1.8536535308497186e-05
3	MAR04090	1.670648785502635e-05
3	MAR12756	1.636287935173728e-05
3	MAR02034	1.5742868821170975e-05
3	MAR00934	1.574130099236635e-05
3	MAR02031	1.5726159867671806e-05
3	MAR02042	1.572321791894654e-05
3	MAR00950	1.5721548498480536e-05
3	MAR00954	1.5721548498470568e-05
3	MAR00937	1.5721506206233967e-05
3	MAR00931	1.5721506206233967e-05
3	MAR02457	1.5721506206233967e-05
3	MAR00942	1.5721506206233967e-05
3	MAR00932	1.5721506206233967e-05
3	MAR00936	1.5721506206233967e-05
3	MAR00935	1.5721506206233967e-05
3	MAR06657	1.5721506206233967e-05
3	MAR00933	1.5721506206233967e-05
3	MAR02053	1.5721506206233967e-05
3	MAR00938	1.5721506206233967e-05
3	MAR00946	1.5721506206233967e-05
3	MAR02455	1.5721506206233967e-05
3	MAR00940	1.5721506206233967e-05
3	MAR00939	1.5721506206233967e-05
3	MAR04041	1.559870901334575e-05
3	MAR04019	1.559870901334575e-05
3	MAR04055	1.559870901334575e-05
3	MAR04051	1.559870901334575e-05
3	MAR07030	1.558014076986562e-05
3	MAR07091	1.556828915447801e-05
3	MAR07001	1.5567785327302458e-05
3	MAR07002	1.5567785327302458e-05
3	MAR07096	1.5567785327302458e-05
3	MAR02054	1.5567624205672233e-05
3	MAR02456	1.556762364660116e-05
3	MAR07957	1.556762364660116e-05
3	MAR02043	1.556762364660116e-05
3	MAR06658	1.556762364660116e-05
3	MAR02458	1.556762364660116e-05
3	MAR07053	1.5545529429967854e-05
3	MAR07060	1.554542027764247e-05
3	MAR07082	1.5545403425687074e-05
3	MAR07078	1.5545403425687074e-05
3	MAR07048	1.5545258715116277e-05
3	MAR07088	1.5545258715116277e-05
3	MAR07021	1.5545258715116277e-05
3	MAR07040	1.5545258715116277e-05
3	MAR07019	1.5545114004545497e-05
3	MAR07033	1.5545114004545497e-05
3	MAR06994	1.5545114004545497e-05
3	MAR06992	1.5545114004545497e-05
3	MAR07017	1.5545114004545497e-05
3	MAR07000	1.5545114004545497e-05
3	MAR06999	1.5545114004545497e-05
3	MAR06993	1.5545114004545497e-05
3	MAR07054	1.5545114004545497e-05
3	MAR07056	1.5545114004545497e-05
3	MAR03788	1.5540449173730383e-05
3	MAR02056	1.553706094796371e-05
3	MAR02050	1.553706094796371e-05
3	MAR02033	1.553457306186007e-05
3	MAR02030	1.553448023439461e-05
3	MAR01838	1.5504555518274077e-05
3	MAR07940	1.5502141214023542e-05
3	MAR07941	1.5497605061015326e-05
3	MAR02032	1.5473003632933227e-05
3	MAR02029	1.5473003478221565e-05
3	MAR00951	1.5467772150318114e-05
3	MAR00955	1.546777215030817e-05
3	MAR00947	1.5467729858071562e-05
3	MAR00943	1.5467729858071562e-05
3	MAR01194	1.544712064840967e-05
3	MAR01195	1.5447115538712576e-05
3	MAR01196	1.544711477790424e-05
3	MAR01193	1.5447113134715554e-05
3	MAR01155	1.5447112677014115e-05
3	MAR01153	1.5447112677014115e-05
3	MAR01154	1.5447112677014115e-05
3	MAR00991	1.5447112677014115e-05
3	MAR00944	1.5447112677014115e-05
3	MAR01156	1.5447112677014115e-05
3	MAR00948	1.5447112677014115e-05
3	MAR00993	1.5447112677014115e-05
3	MAR00956	1.5447112677014115e-05
3	MAR01152	1.544699024749965e-05
3	MAR01151	1.5446238325726207e-05
3	MAR01150	1.5437810288345384e-05
3	MAR01149	1.5429108679553913e-05
3	MAR12289	1.5424765137875906e-05
3	MAR12183	1.5424765137875906e-05
3	MAR02049	1.5391695010336966e-05
3	MAR02055	1.539156709293766e-05
3	MAR02046	1.5391561865333826e-05
3	MAR08055	1.538973837255577e-05
3	MAR12439	1.5359971511981204e-05
3	MAR12738	1.5350729260906542e-05
3	MAR12739	1.5350729260906542e-05
3	MAR12748	1.5350729260906542e-05
3	MAR12747	1.5350729260906542e-05
3	MAR12342	1.5346415658438863e-05
3	MAR12777	1.5346415658438863e-05
3	MAR12780	1.5346415658438863e-05
3	MAR12779	1.5346415658438863e-05
3	MAR12392	1.5346415658438863e-05
3	MAR12414	1.5344100401563207e-05
3	MAR12308	1.5329231460090045e-05
3	MAR12349	1.5329231460090045e-05
3	MAR12497	1.5329231460090045e-05
3	MAR12474	1.5329231460090045e-05
3	MAR12318	1.5329231460090045e-05
3	MAR12319	1.5329231460090045e-05
3	MAR12404	1.5329231460090045e-05
3	MAR12794	1.5329231460090045e-05
3	MAR12397	1.5329231460090045e-05
3	MAR12506	1.5329231460090045e-05
3	MAR12337	1.5329231460090045e-05
3	MAR12763	1.5313360349672045e-05
3	MAR12761	1.5313360349672045e-05
3	MAR12767	1.5313360349672045e-05
3	MAR12533	1.5311299850887158e-05
3	MAR12375	1.52976777118299e-05
3	MAR12457	1.5294115652538334e-05
3	MAR03134	1.5294115652538334e-05
3	MAR12409	1.5294115652538334e-05
3	MAR01810	1.5293141740030056e-05
3	MAR12535	1.5282620123704e-05
3	MAR12539	1.5282620123704e-05
3	MAR07036	1.5272754473378797e-05
3	MAR12443	1.5259263687056355e-05
3	MAR02057	1.5251867006121861e-05
3	MAR12781	1.524570783351403e-05
3	MAR12778	1.524570783351403e-05
3	MAR12436	1.5242069167230158e-05
3	MAR12427	1.5242069167230158e-05
3	MAR12363	1.524205132110965e-05
3	MAR12154	1.5240364929557003e-05
3	MAR12146	1.5240364929557003e-05
3	MAR12145	1.5240364929557003e-05
3	MAR12158	1.5240364929557003e-05
3	MAR02051	1.5235864735983212e-05
3	MAR01815	1.523585581292297e-05
3	MAR02047	1.523585581292297e-05
3	MAR01819	1.523585581292297e-05
3	MAR01817	1.523585581292297e-05
3	MAR12569	1.51934078276135e-05
3	MAR12406	1.51934078276135e-05
3	MAR12360	1.5132557209282653e-05
3	MAR12817	1.5132557209282653e-05
3	MAR12869	1.5115362689456459e-05
3	MAR00190	1.2178667909744026e-05
3	MAR05407	1.1719458727044967e-05
3	MAR04880	1.0780674546875657e-05
3	MAR00450	9.978621824819898e-06
3	MAR00448	9.903862134086096e-06
3	MAR00773	6.045248393889601e-06
3	MAR00744	6.045248393889601e-06
3	MAR12081	5.975226460236169e-06
3	MAR06563	5.916633638535956e-06
3	MAR09495	5.176406827886066e-06
3	MAR07891	4.701922361077259e-06
3	MAR07893	4.701922361077259e-06
3	MAR07892	4.701922361077259e-06
3	MAR07889	4.701922361077259e-06
3	MAR07885	4.701922361077259e-06
3	MAR07887	4.701922361077259e-06
3	MAR07882	4.701922361077259e-06
3	MAR07884	4.701922361077259e-06
3	MAR07881	4.701922361077259e-06
3	MAR07888	4.701922361077259e-06
3	MAR08478	4.693252706937152e-06
3	MAR08459	4.690292364610755e-06
3	MAR08458	4.690292364610755e-06
3	MAR07876	4.690292364610755e-06
3	MAR09487	4.668900926759223e-06
3	MAR03975	4.536986596833615e-06
3	MAR03977	3.5535898247276764e-06
3	MAR04377	3.4834744535065606e-06
3	MAR03979	3.4829471983593262e-06
3	MAR20070	3.4754952025337677e-06
3	MAR07794	3.4629866657197103e-06
3	MAR06912	3.460334941433695e-06
3	MAR01532	3.3897899276583654e-06
3	MAR04358	3.179210165334109e-06
3	MAR03735	3.165958276624585e-06
3	MAR20073	3.163427376157169e-06
3	MAR20075	3.163427376157169e-06
3	MAR02427	3.1597186246096026e-06
3	MAR00988	3.111291726460618e-06
3	MAR04480	3.0847789965106047e-06
3	MAR09505	3.071426977837138e-06
3	MAR07878	3.0706170962419614e-06
3	MAR04670	3.0706170962419614e-06
3	MAR04016	3.0706170962419614e-06
3	MAR04673	3.0706170962419614e-06
3	MAR04570	3.0706170962419614e-06
3	MAR04028	3.0706170962419614e-06
3	MAR04006	3.0706170962419614e-06
3	MAR04635	3.0706170962419614e-06
3	MAR04044	3.0706170962419614e-06
3	MAR04291	3.0706170962419614e-06
3	MAR04476	3.062816560875049e-06
3	MAR04595	3.0612884632508967e-06
3	MAR09535	3.0600897806882476e-06
3	MAR05353	3.051662890549081e-06
3	MAR04020	3.051662890549081e-06
3	MAR09570	3.04452296053449e-06
3	MAR04350	3.03862206243894e-06
3	MAR03968	3.03743320104155e-06
3	MAR04637	3.03743320104155e-06
3	MAR04730	3.033823516466889e-06
3	MAR09467	3.0334337831579592e-06
3	MAR04008	3.0329020063951532e-06
3	MAR04024	3.0329020063951532e-06
3	MAR04512	3.0329020063951532e-06
3	MAR07833	3.0321442159063567e-06
3	MAR07846	3.0321442159063567e-06
3	MAR07826	3.0321442159063567e-06
3	MAR06332	3.0321442159063567e-06
3	MAR06338	3.0321442159063567e-06
3	MAR06339	3.0321442159063567e-06
3	MAR06333	3.0321442159063567e-06
3	MAR06334	3.0321442159063567e-06
3	MAR06340	3.0321442159063567e-06
3	MAR07815	3.0321442159063567e-06
3	MAR08817	2.7937814923822766e-06
3	MAR06552	2.7777383347081984e-06
3	MAR06632	2.7127122226173273e-06
3	MAR01831	2.707363269702173e-06
3	MAR00113	2.66737438426226e-06
3	MAR00117	2.66737438426226e-06
3	MAR02206	2.6615196395919804e-06
3	MAR04473	2.654736704191476e-06
3	MAR06827	2.6525447639810745e-06
3	MAR06855	2.6462631821531986e-06
3	MAR06841	2.6462631821531986e-06
3	MAR06835	2.6462631821531986e-06
3	MAR02301	2.6367785376241573e-06
3	MAR09528	2.5964965313785236e-06
3	MAR03955	2.5486722584581265e-06
3	MAR03796	2.4494443604502084e-06
3	MAR03797	2.436846171485559e-06
3	MAR04331	2.4360736760220056e-06
3	MAR04460	2.435277553593606e-06
3	MAR00153	2.429721829434273e-06
3	MAR04459	2.4293978247203546e-06
3	MAR04099	2.4251853534848825e-06
3	MAR03325	2.384853674082738e-06
3	MAR03004	2.384853674082738e-06
3	MAR09542	2.2684513518594595e-06
3	MAR04071	2.248011457639363e-06
3	MAR04529	2.246493513383645e-06
3	MAR08371	2.246491294364145e-06
3	MAR03826	2.2365230522254673e-06
3	MAR03162	2.2365230522254673e-06
3	MAR09548	2.2097571393953633e-06
3	MAR06492	2.1764351234752038e-06
3	MAR06496	2.1764351234752038e-06
3	MAR07529	2.121409791306682e-06
3	MAR07546	2.121135603877653e-06
3	MAR07562	2.1171052372589535e-06
3	MAR07505	2.116540362344547e-06
3	MAR07235	2.1152823701461154e-06
3	MAR07571	2.1152823701461154e-06
3	MAR07164	2.110313269412599e-06
3	MAR00663	2.08954859963935e-06
3	MAR07161	2.026983977164957e-06
3	MAR06559	1.985271245348022e-06
3	MAR07162	1.983696640556689e-06
3	MAR07163	1.9762843204552628e-06
3	MAR08807	1.962295985499441e-06
3	MAR08822	1.9555260109675758e-06
3	MAR08818	1.939181795708117e-06
3	MAR08826	1.9279857547994456e-06
3	MAR04136	1.8295637194002028e-06
3	MAR04268	1.823304914294448e-06
3	MAR06578	1.8108458421605226e-06
3	MAR11408	1.7684950147764637e-06
3	MAR04326	1.7671851155079069e-06
3	MAR01397	1.6986937459368017e-06
3	MAR00285	1.6986937459368017e-06
3	MAR08025	1.6739349944333733e-06
3	MAR08026	1.6199371350829644e-06
3	MAR04467	1.5488088172963766e-06
3	MAR06556	1.5331296703752183e-06
3	MAR07160	1.51321318896826e-06
3	MAR09490	1.512384877686748e-06
3	MAR06883	1.5008341997054389e-06
3	MAR06824	1.5008341997054389e-06
3	MAR06886	1.5008341997054389e-06
3	MAR04072	1.496300922235737e-06
3	MAR06995	1.495240665874557e-06
3	MAR09488	1.4743175484752271e-06
3	MAR00080	1.4535736437117569e-06
3	MAR04791	1.4435615945519907e-06
3	MAR09493	1.4265480074313577e-06
3	MAR04788	1.4258971832240021e-06
3	MAR01895	1.4229663336984616e-06
3	MAR09574	1.4216657659903417e-06
3	MAR02468	1.4216657659903417e-06
3	MAR06830	1.4216657659903417e-06
3	MAR06801	1.4216657659903417e-06
3	MAR02462	1.4216657659903417e-06
3	MAR02464	1.4216657659903417e-06
3	MAR06843	1.4216657659903417e-06
3	MAR02470	1.4216657659903417e-06
3	MAR06705	1.4216657659903417e-06
3	MAR06837	1.4216657659903417e-06
3	MAR06799	1.4216657659903417e-06
3	MAR06554	1.4203576612856276e-06
3	MAR02617	1.4195067136205872e-06
3	MAR03207	1.4195067136205872e-06
3	MAR02637	1.4195067136205872e-06
3	MAR02627	1.4195067136205872e-06
3	MAR02631	1.4195067136205872e-06
3	MAR12517	1.4136688915082276e-06
3	MAR12259	1.4111225562340723e-06
3	MAR12403	1.410513778821536e-06
3	MAR12335	1.410513778821536e-06
3	MAR04198	1.406213822557065e-06
3	MAR08641	1.4056977632277652e-06
3	MAR08640	1.4056977632277652e-06
3	MAR00665	1.3644000005883866e-06
3	MAR01897	1.3535084372207404e-06
3	MAR08027	1.3499476494719815e-06
3	MAR03786	1.3467500350077843e-06
3	MAR07954	1.3289101621195082e-06
3	MAR01103	1.324826385145858e-06
3	MAR04241	1.3091034212826976e-06
3	MAR07436	1.3089717703495097e-06
3	MAR01353	1.3036241672719848e-06
3	MAR12542	1.3025733768035757e-06
3	MAR12549	1.3025733768035757e-06
3	MAR01527	1.2852984287324182e-06
3	MAR02538	1.2735046554631674e-06
3	MAR04064	1.270774274484484e-06
3	MAR02589	1.269134812451645e-06
3	MAR06665	1.2622658519544622e-06
3	MAR00596	1.2592915235827835e-06
3	MAR06975	1.2578501976248854e-06
3	MAR06976	1.2576068793424704e-06
3	MAR08248	1.2511643445483647e-06
3	MAR12864	1.247534508401374e-06
3	MAR20025	1.2448137273665413e-06
3	MAR20021	1.2448137273665413e-06
3	MAR20027	1.2448137273665413e-06
3	MAR20023	1.2448137273665413e-06
3	MAR20029	1.2448137273665413e-06
3	MAR01388	1.2428282910735733e-06
3	MAR00987	1.2428282910735733e-06
3	MAR02440	1.2428282910735733e-06
3	MAR00983	1.2428282910735733e-06
3	MAR00986	1.2428282910735733e-06
3	MAR06977	1.2405745933713008e-06
3	MAR12531	1.2282898112676528e-06
3	MAR12479	1.2282898112676528e-06
3	MAR00410	1.2012489019520698e-06
3	MAR07103	1.2002616980046256e-06
3	MAR07100	1.1986300385116818e-06
3	MAR08825	1.1955578529733705e-06
3	MAR07952	1.1915575977853785e-06
3	MAR04304	1.1892290337212248e-06
3	MAR00463	1.1858430073372241e-06
3	MAR06633	1.184346750513233e-06
3	MAR08029	1.1761869453281794e-06
3	MAR00765	1.1689415680334882e-06
