GJA3	UMLS:C1866078	1	570
DNAI1	UMLS:C0022521	1	571
GJA5	UMLS:C1838539	1	572
GJA8	UMLS:C1861828	1	573
NPHP3	UMLS:C1858392	1	574
NPHP3	UMLS:C2673883	1	575
ATP2C1	UMLS:C0085106	1	576
ACAD8	UMLS:C1969809	1	577
GJB1	UMLS:C0393808	1	578
GJB2	UMLS:C0265336	1	579
GJB2	UMLS:C0265964	1	580
GJB2	UMLS:C0266004	1	581
GJB2	UMLS:C1835672	1	582
GJB2	UMLS:C1865234	1	583
GJB2	UMLS:C2673759	1	584
GJB2	UMLS:C2675750	1	585
GJB3	UMLS:C0265961	1	586
GJB3	UMLS:C2675236	1	587
GK	UMLS:C0268418	1	588
INVS	UMLS:C1865872	1	589
GLA	UMLS:C0002986	1	590
DISC1	UMLS:C0036341	1	591
GPC3	UMLS:C0796154	1	592
GNMT	UMLS:C1847720	1	593
COQ2	UMLS:C1843920	1	594
BBS9	UMLS:C0752166	1	595
MMADHC	UMLS:C1848552	1	596
SRPX2	UMLS:C1845070	1	597
GCLC	UMLS:C1856603	1	598
GLDC	UMLS:C0751748	1	599
GLE1	UMLS:C1854664	1	600
GLE1	UMLS:C2678471	1	601
GLI2	UMLS:C1835819	1	602
GLI3	UMLS:C0220697	1	603
GLI3	UMLS:C0265306	1	604
BIN1	UMLS:C0410204	1	605
GLRA1	UMLS:C1835614	1	606
HTRA2	UMLS:C1853202	1	607
GLUD1	UMLS:C1847555	1	608
AMT	UMLS:C0751748	1	609
GLUL	UMLS:C1864910	1	610
GM2A	UMLS:C0268275	1	611
GNAS	UMLS:C0334041	1	612
GNAS	UMLS:C3494506	1	613
GNAT1	UMLS:C1864870	1	614
GNRHR	UMLS:C0271582	1	615
GP1BA	UMLS:C0005129	1	616
GP1BA	UMLS:C1280798	1	617
GP1BA	UMLS:C3277076	1	618
GP1BB	UMLS:C0005129	1	619
GP9	UMLS:C0005129	1	620
GPI	UMLS:C3150730	1	621
RBM20	UMLS:C2750995	1	622
ANG	UMLS:C2678468	1	623
TSEN54	UMLS:C1848526	1	624
TSEN54	UMLS:C1856974	1	625
SUMF1	UMLS:C0268263	1	626
CYP4V2	UMLS:C1859486	1	627
DOK7	UMLS:C1850792	1	628
SH3PXD2B	UMLS:C1855305	1	629
ANK1	UMLS:C2674218	1	630
ILDR1	UMLS:C1864818	1	631
ANK2	UMLS:C1970119	1	632
GRIA3	UMLS:C2678051	1	633
GRN	UMLS:C1843792	1	634
FLVCR1	UMLS:C1836916	1	635
C1GALT1C1	UMLS:C0272137	1	636
NDUFAF4	UMLS:C1838979	1	637
SLC25A4	UMLS:C1836460	1	638
GRM6	UMLS:C1850362	1	639
GSN	UMLS:C1622345	1	640
GSS	UMLS:C0398746	1	641
GUCA1A	UMLS:C1865869	1	642
GUSB	UMLS:C0085132	1	643
UBIAD1	UMLS:C0271287	1	644
GYG1	UMLS:C3150754	1	645
POMT2	UMLS:C3150411	1	646
POMT2	UMLS:C3150416	1	647
POMT2	UMLS:C3150418	1	648
DMGDH	UMLS:C1853892	1	649
PSAT1	UMLS:C1970253	1	650
GYS2	UMLS:C1855861	1	651
GUCY2D	UMLS:C1866293	1	652
GUCY2D	UMLS:C2931258	1	653
SLC40A1	UMLS:C1853733	1	654
RAX	UMLS:C1970237	1	655
HSD17B10	UMLS:C1845517	1	656
HADHA	UMLS:C0342786	1	657
HADHB	UMLS:C0342786	1	658
